company,date,info,link
川崎重工,2025-10-14 14:00:00,World Ports Conference 2025(世界港湾会議)に参加,https://www.khi.co.jp/news/detail/20251014_b1.html.html
パナソニック,2025-10-14 13:00:00,VIXELLを活用した冷凍寿司の米国空輸実証に成功,https://news.panasonic.com/jp/press/jn251014-1
安川電機,2025-10-14 04:13:20,広報誌「YASKAWA NEWS」No.352,https://www.yaskawa.co.jp/company/yaskawanews
パナソニック,2025-10-10 16:00:00,未来の鉄道インフラを支える挑戦～Osaka Metroに純水素型燃料電池と太陽光発電システムを納入,https://news.panasonic.com/jp/stories/17947
川崎重工,2025-10-10 16:00:00,世界初の液化水素運搬船「すいそ ふろんてぃあ」が万博会場沖を航行しました,https://www.khi.co.jp/news/detail/20251010_b1.html
川崎重工,2025-10-09 15:00:00,島根県より防災ヘリコプターとして最新型ヘリコプター「H145//BK117 D-3」を受注,https://www.khi.co.jp/pressrelease/detail/20251009_2.html
パナソニック,2025-10-09 14:10:01,「CEATEC 2025」電池サプライチェーン協議会ブースへの参画出展のお知らせ,https://news.panasonic.com/jp/topics/206440
パナソニック,2025-10-09 13:30:00,スマートビルに向けた照明設備連携によるサービスロボット運用効率向上のオフィス検証を実施,https://news.panasonic.com/jp/press/jn251009-1
川崎重工,2025-10-09 10:00:00,川崎重工とNTTドコモビジネスが、ロボット・モビリティ・社会インフラ等のネットワーク連携による新しい社会の創造に向けた戦略的協業に関する覚書を締結,https://www.khi.co.jp/pressrelease/news_251009-1.pdf
パナソニック,2025-10-08 13:00:00,デザイン性と高い設置自由度を兼ね備えた建築化照明 HomeArchi「ラインライト スクエアスタイル」を発売,https://news.panasonic.com/jp/press/jn251008-1
パナソニック,2025-10-07 13:00:00,「ダイレクトドライブターンテーブルシステム」SL-50Cを発売,https://news.panasonic.com/jp/press/jn251007-1
パナソニック,2025-10-07 11:00:00,2025年大阪・関西万博 パナソニックグループパビリオン「ノモの国」共創を通じて生まれた技術やアイデア、知見をレガシーとして社会実装へ,https://news.panasonic.com/jp/press/jn251007-2
パナソニック,2025-10-06 14:10:00,「横浜シンフォステージ」の照明設計が「2025 IES Illumination Awards」で「Award of Merit」を受賞,https://news.panasonic.com/jp/topics/206431
パナソニック,2025-10-06 11:00:00,電動機械式工具（充電ミニ圧着器）を新発売,https://news.panasonic.com/jp/press/jn251006-1
パナソニック,2025-10-06 11:00:00,ケーブルストリッパーアタッチメント60を新発売,https://news.panasonic.com/jp/press/jn251006-2
安川電機,2025-10-06 05:18:43,第110期　半期報告書（2026年2月期）,https://www.yaskawa.co.jp/ir/news/1424615
パナソニック,2025-10-03 13:00:00,楽しみながら“無意識の思い込み”学ぶ「アンコンかるた」社外企業の研修ツールに採用,https://news.panasonic.com/jp/press/jn251003-1
安川電機,2025-10-03 07:02:40,2026年2月期 第2四半期（中間期）決算短信〔ＩＦＲＳ〕（連結）,https://www.yaskawa.co.jp/ir/news/1424594
安川電機,2025-10-03 07:01:26,2026年2月期 第2四半期業績概要,https://www.yaskawa.co.jp/ir/news/1424592
川崎重工,2025-10-02 16:13:37,「新技術」ページに新たに舶用製品情報を追加しました,https://www.khi.co.jp/news/detail/20251003_1.html
川崎重工,2025-10-02 08:00:00,関西の水素関連施設を巡り、未来の水素社会を体感するツアーを大阪・関西万博テーマウィークに合わせて開催,https://www.khi.co.jp/news/detail/20251002_b1.html
川崎重工,2025-10-01 14:00:00,小平・村山・大和衛生組合のごみ発電を活用した電力地産地消事業の開始（カワサキグリーンエナジー）,https://www.khi.co.jp/pressrelease/detail/20251001_1.html
川崎重工,2025-09-30 17:30:00,"川崎車両、米国リンカーン工場で鉄道車両製造累計3,500両を達成",https://www.khi.co.jp/news/detail/20250930_2.html
川崎重工,2025-09-30 11:00:00,水素30％混焼大型ガスエンジン設備を世界で初めて販売開始,https://www.khi.co.jp/pressrelease/detail/20250930_1.html
安川電機,2025-09-30 04:26:00,YASKAWAレポート2025,https://www.yaskawa.co.jp/ir/materials/annual
